title,authors,average_rating,isbn,language_code,# num_pages
In Search of Dracula,Raymond T. McNally,3.86,446780693,eng,247
Real Estate Loopholes: Secrets of Successful Real Estate Investing,Diane  Kennedy-Garrett Sutton-Robert T. Kiyosaki,4.11,446691356,eng,240
Hope is the Thing with Feathers: A Personal Chronicle of Vanished Birds,Christopher Cokinos,4.21,446677493,eng,384
Goodbye Forever (Sweet Dreams  #72),Barbara Conklin,3.72,055324356X,eng,135
Winter Dreams (Sweet Dreams  #141),Barbara Conklin,3.83,553270621,eng,176
First  Last and Always (Sweet Dreams  #96),Barbara Conklin,3.76,553251791,eng,160
P.S. I Love You (Sealed with a Kiss #4),Valerie Parv,2.79,373033664,eng,192
PS I Love You Baby Collection,Lynda Milligan-Nancy J. Smith,4.33,962247723,en-US,79
Tales from Margaritaville,Jimmy Buffett,3.9,156026988,en-US,230
A Pirate Looks at Fifty,Jimmy Buffett-Leona Nevler,3.83,449005860,eng,420
The Parrot-Head Companion: An Insider's Guide to Jimmy Buffett,Thomas Ryan,2.83,806520159,eng,176
The Dog Who Loved Too Much: Tales  Treatments and the Psychology of Dogs,Nicholas Dodman,4.09,553375261,eng,258
The Dogs Who Found Me: What I've Learned From Pets Who Were Left Behind,Ken Foster,4.07,1592287492,eng,194
Barack Obama: Working to Make a Difference,Marlene Targ Brill-Lerner Publishing Group,3.96,822560569,en-US,48
Great Speeches by African Americans: Frederick Douglass  Sojourner Truth  Dr. Martin Luther King  Jr.  Barack Obama  and Others,James Daley-Barack Obama-Martin Luther King Jr.,4.29,486447618,eng,160
The Heart of a Leader,Kenneth H. Blanchard,3.96,1562924885,en-US,162
Mission Possible,Kenneth H. Blanchard,3.42,71348271,eng,242
Lead Like Jesus: Lessons from the Greatest Leadership Role Model of All Time,Kenneth H. Blanchard-Phil Hodges,4.03,849918723,en-US,239
The Little Book of Coaching: Motivating People to Be Winners,Kenneth H. Blanchard-Don Shula,3.67,66621038,en-US,128
Full Steam Ahead!: Unleash the Power of Vision in Your Work and Your Life,Kenneth H. Blanchard-Jesse Stoner,3.74,1576753069,en-US,192
The Servant Leader,Kenneth H. Blanchard,4.07,849996597,eng,128
Down Under,Bill Bryson,4.07,055299703X,en-US,394
A Walk in the Woods: Rediscovering America on the Appalachian Trail,Bill Bryson,4.06,767902513,eng,276
Bizarre World,Bill  Bryson-Kathryn Lamb,3.38,751510610,eng,120
The Life and Times of the Thunderbolt Kid: A Memoir,Bill Bryson,3.94,767919378,en-US,268
Bill Bryson: The Complete Notes,Bill Bryson,4.09,038560131X,eng,544
Walkabout: A Walk in the Woods & Down Under,Bill Bryson,4.04,385604831,en-US,543
Motel Blues,Bill Bryson-David B. Ellis,3.83,2228897353,fre,399
Made In America,Bill Bryson,3.9,749396547,eng,479
Frühstück mit Kängurus: Australische Abenteuer,Bill Bryson-Sigrid Ruschmeier,4.07,1400039983,ger,416
Reif für die Insel,Bill Bryson,3.92,3442309999,ger,346
Journeys in English,Bill Bryson,3.74,563496266,eng,3
Una breve historia de casi todo,Bill Bryson-José Manuel Álvarez,4.2,8478713808,spa,567
Lover Revealed (Black Dagger Brotherhood  #4),J.R. Ward,4.3,451412354,eng,455
Dark Lover (Black Dagger Brotherhood  #1),J.R. Ward,4.2,451216954,eng,393
Lover Awakened (Black Dagger Brotherhood  #3),J.R. Ward,4.45,451219368,eng,448
All Things Wise and Wonderful,James Herriot,4.4,312335288,eng,448
All Quiet on the Western Front,Erich Maria Remarque-Brian Murdoch,3.95,99483475,en-US,216
CliffsNotes on Remarque's All Quiet on the Western Front,Susan Van Kirk-CliffsNotes-Erich Maria Remarque,4.24,764586718,eng,112
All Quiet on the Western Front,Erich Maria Remarque,3.95,449231801,en-GB,256
All Quiet on the Western Front,Erich Maria Remarque-Frank  Muller-A.W. Wheen,3.95,788734415,eng,7
The Nightingale's Song,Kathleen Eschenburg,3.8,380815699,eng,384
Nightingale's Song,Kate Pennington,3,340878754,en-GB,219
Gai-Jin (Asian Saga  #3),James Clavell,3.86,044021680X,eng,1236
The Art of War,Sun Tzu,3.97,340276045,eng,112
Whirlwind (Asian Saga  #6),James Clavell,3.81,340766182,eng,1231
Tai-Pan (Asian Saga  #2),James Clavell,4.27,440184622,eng,734
Escape: The Love Story from Whirlwind,James Clavell,3.62,340654163,eng,584
Indian Action : An American Journey to the Great Fair of the East,Stuart Mitchner,0,316575305,eng,246
Alaska,James A. Michener,4.11,037576142X,eng,868
The Drifters,James A. Michener,4.04,449213536,eng,768
Sayonara,James A. Michener,3.8,449204146,en-US,208
The Bridge at Andau,James A. Michener,3.94,449210502,en-US,288
Caribbean,James A. Michener,3.91,812974921,eng,672
Legacy,James A. Michener,3.42,749319747,eng,174
War and Remembrance (The Henry Family  #2),Herman Wouk,4.4,316954993,eng,1042
Don't Stop the Carnival,Herman Wouk,3.93,316955124,eng,416
The Hope (The Hope and the Glory  #1),Herman Wouk,4.15,316954411,eng,704
Youngblood Hawke,Herman Wouk,4.02,316955175,en-US,783
Aurora Dawn,Herman Wouk,3.47,316955094,en-US,288
The Celestine Prophecy: An Adventure  (Celestine Prophecy  #1),James Redfield,3.63,553409026,eng,282
The Curious Incident of the Dog in the Nighttime,Mark Haddon,3.87,1419317261,eng,6
A Long Way Gone: Memoirs of a Boy Soldier,Ishmael Beah,4.15,374105235,eng,229
Yellow Back Radio Broke-Down,Ishmael Reed,3.82,1564782387,eng,177
Anthem,Ayn Rand,3.63,452286352,eng,256
Sorrow's Anthem (Lincoln Perry  #2),Michael Koryta,3.89,312936605,eng,330
White Fang,Jack London,3.96,439236193,eng,252
The Call of the Wild  White Fang and Other Stories,Jack London,3.99,192835149,eng,400
White Fang,Kathleen Olmstead-Jack London-Dan Andreasen-Arthur Pober,4.22,1402725000,en-US,160
The Sea-Wolf and Selected Stories,Jack London-Ben Bova,4.06,451529367,en-US,352
The Death of an Irish Sea Wolf (Peter McGarr  #12),Bartholomew Gill,3.74,380725789,eng,304
Jack London Illustrated: The Call of the Wild/White Fang/The Sea-Wolf/40 Short Stories,Jack London,4.19,517309807,eng,761
The Sea Wolf,Jack London,4.03,1598184318,eng,425
Kilo Class (Admiral Arnold Morgan  #2),Patrick Robinson,4.04,61096857,eng,512
Barracuda 945 (Admiral Arnold Morgan  #6),Patrick Robinson,3.96,60086637,eng,498
H.M.S. Unseen (Admiral Arnold Morgan  #3),Patrick Robinson-Sandler-David McCallum,4.01,61098019,eng,544
Slider,Patrick Robinson,4.18,006058033X,en-US,416
U.S.S. Seawolf (Admiral Arnold Morgan  #4),Patrick Robinson,3.94,61030651,eng,496
Menace Invisible (Admiral Arnold Morgan  #3),Patrick Robinson,4.01,2226114971,fre,384
USS Seawolf (Admiral Arnold Morgan  #4),Patrick Robinson,3.94,712680330,en-GB,374
True Blue: The Oxford Boat Race Mutiny,Daniel Topolski-Patrick Robinson,4.23,553400037,en-US,320
The Essential Calvin and Hobbes: A Calvin and Hobbes Treasury,Bill Watterson,4.64,836218051,eng,256
A Picture Book of Anne Frank,David A. Adler-Karen Ritz,4.17,823410781,en-US,32
Who Was Anne Frank?,Ann Abramson-Nancy Harrison,4.26,448444828,eng,103
Enslaved by Ducks,Bob Tarte,3.44,1565124502,eng,308
Ice Castles,Leonore Fleischer,3.87,044970081X,eng,220
Ice Castle,Elizabeth  Wolfe,3.33,843923873,eng,254
Marching Powder: A True Story of Friendship  Cocaine  and South America's Strangest Jail,Rusty Young-Thomas McFadden,4.25,312330340,eng,400
Marching Powder,Rusty Young,4.25,330419587,eng,371
Nations and Nationalism since 1780: Programme  Myth  Reality,Eric Hobsbawm,3.89,521439612,eng,214
Interesting Times,Eric Hobsbawm,4.06,1565849655,eng,448
Industry and Empire: The Birth of the Industrial Revolution,Eric Hobsbawm-Chris Wrigley,3.9,1565845617,eng,411
The Communist Manifesto,Karl Marx-Friedrich Engels-Eric Hobsbawm,3.54,1859848982,eng,88
On the Edge of the New Century,Eric Hobsbawm-Allan Cameron-Antonio Polito,3.72,1565846710,eng,192
The Age of Empire  1875-1914,Eric Hobsbawm,4.2,349105987,eng,404
The Age of Extremes: The Short Twentieth Century  1914-1991,Eric Hobsbawm,4.24,349106711,eng,638
Echoes of the Marseillaise: Two Centuries Look Back on the French Revolution,Eric Hobsbawm,3.51,813515246,eng,168
A Era dos Impérios: 1875-1914,Eric Hobsbawm-Sieni Maria Campos-Yolanda Steidel de Toledo-Maria Celia Paoli,4.2,852190181X,por,548
The Antonio Gramsci Reader: Selected Writings 1916-1935,Antonio Gramsci-David Forgacs-Eric Hobsbawm,4.28,814727018,eng,447
Winter Is the Warmest Season,Lauren Stringer,3.91,152049673,eng,40
Winter (Four Seasons  #4),Núria Roca-Rosa María Curto,4.1,764127314,eng,36
It's Winter,Linda Glaser-Glaser Linda-Susan Swan,3.63,761316809,eng,32
Winter Season: A Dancer's Journal,Toni Bentley,3.91,813027055,en-US,168
Twilight of the Idols/The Anti-Christ,Friedrich Nietzsche-Michael Tanner,4.16,140445145,en-GB,208
Practical DV Filmmaking,Russell Evans,3.46,240807383,en-US,408
Diana Vreeland,Eleanor Dwight,4.24,688167381,eng,320
Inventive Paris clothes: 1909-1939 - a photographic essay,Diana Vreeland-Irving Penn,3.67,067040067X,eng,95
Hegemony and Socialist Strategy: Towards a Radical Democratic Politics,Ernesto Laclau-Chantal Mouffe,3.88,1859843301,eng,200
Contingency  Hegemony  Universality: Contemporary Dialogues on the Left,Judith Butler-Ernesto Laclau-Slavoj Žižek,3.92,185984278X,eng,329
La razón populista,Ernesto Laclau,4.05,9505576358,spa,196
The Meaning of Life,Terry Eagleton,3.5,199210705,en-GB,187
Sweet Violence: The Idea of the Tragic,Terry Eagleton,4.02,631233601,eng,348
The English Novel: An Introduction,Terry Eagleton,3.79,1405117079,eng,376
MySQL Cookbook,Paul DuBois,3.99,059652708X,en-US,980
High Performance MySQL: Optimization  Backups  Replication & Load Balancing,Jeremy D. Zawodny-Derek J. Balling,4.24,596003064,eng,304
The Little Prince,Antoine de Saint-Exupéry-Katherine Woods,4.3,330239457,eng,96
Not Without My Daughter,Betty Mahmoody,4.08,552152161,eng,528
Aman: The Story of a Somali Girl,Virginia Lee Barnes,3.76,679762094,eng,368
Amanda's Story (The Girls of Lighthouse Lane #4),Thomas Kinkade-Erika Tamar,4.04,60543523,eng,208
Lizabeth's Story (The Girls of Lighthouse Lane #3),Thomas Kinkade-Erika Tamar,3.96,60543493,eng,192
Kids Are Worth It!: Giving Your Child the Gift of Inner Discipline,Barbara Coloroso,4.19,60014318,en-US,352
Creating a Life Worth Living,Carol Lloyd,4.03,60952431,eng,336
Happy Endings: Finishing the Edges of Your Quilts,Mimi Dietrich,4.22,1564775003,en-US,80
Unspeakable Truths and Happy Endings: Human Cruelty and the New Trauma Therapy,Rebecca Coffey,4.18,1886968055,en-US,226
Year's Happy Ending,Betty Neels,3.95,373511620,eng,216
Trail of Tears: The Rise and Fall of the Cherokee Nation,John Ehle,4.15,385239548,eng,424
The Trail of Tears,Joseph Bruchac-Diana Magnuson,3.88,679890521,eng,48
Are You Afraid of the Dark?,Sidney Sheldon,3.66,7165161,eng,401
Nothing Lasts Forever,Sidney Sheldon,3.83,446354732,eng,384
Tell Me Your Dreams,Sidney Sheldon,3.95,446607207,eng,384
The Sky is Falling,Sidney Sheldon,3.56,446610178,eng,399
Rage of Angels,Sidney Sheldon,3.93,6178731,eng,512
Master of the Game,Sidney Sheldon,4.11,6472613,eng,489
He Sees You When You're Sleeping,Mary Higgins Clark-Carol Higgins Clark,3.79,743456866,en-US,230
My Gal Sunday,Mary Higgins Clark,3.57,671014919,en-US,206
We'll Meet Again,Mary Higgins Clark,3.85,743484312,eng,234
All Through the Night,Mary Higgins Clark,3.7,671027123,en-US,256
The Night Awakens: A Mystery Writers of America Anthology,Mary Higgins Clark-Angela Zeman-Noreen Ayres-Sally Cabot Gunning-Joseph Hansen-Sarah Shankman-Nancy Pickard-Eleanor Taylor Bland-Brendan DuBois-Edward D. Hoch-Loren D. Estleman,3.5,671519182,en-US,303
Where Are the Children?,Mary Higgins Clark,4.02,1416507779,eng,304
The Second Time Around,Mary Higgins Clark,3.75,743412621,eng,373
You Belong To Me,Mary Higgins Clark,3.86,671004549,en-US,384
Stowaway and Milk Run: Two Unabridged Stories From Mary Higgins Clark,Mary Higgins Clark-Jan Maxwell,3.4,671046241,eng,0
The Christmas Thief (Regan Reilly Mysteries  #9),Mary Higgins Clark-Carol Higgins Clark,3.61,739447343,eng,253
A Cry In The Night,Mary Higgins Clark,3.85,743484355,eng,352
Kitchen Privileges: A Memoir,Mary Higgins Clark,3.83,743206053,eng,208
I'll Be Seeing You,Mary Higgins Clark,3.81,671888587,eng,307
¿Dónde están los niños?,Mary Higgins Clark-Anna Muria,4.02,8497594304,spa,224
Pretend You Don't See Her,Mary Higgins Clark,3.88,743484339,eng,305
Misterio en la clínica,Mary Higgins Clark-Silvia Komet Dain,3.81,8401493129,spa,322
Mount Vernon Love Story: A Novel of George and Martha Washington,Mary Higgins Clark,3.62,743448944,eng,254
Inventing the People: The Rise of Popular Sovereignty in England and America,Edmund S. Morgan,3.75,393306232,eng,320
Benjamin Franklin,Edmund S. Morgan,3.82,300101627,eng,352
American Slavery  American Freedom,Edmund S. Morgan,4.11,039332494X,eng,464
The Puritan Dilemma: The Story of John Winthrop,Edmund S. Morgan,3.42,321478061,eng,210
God Is Not Great: How Religion Poisons Everything,Christopher Hitchens,3.97,446579807,eng,307
Thomas Jefferson: Author of America,Christopher Hitchens,3.92,60598964,eng,188
No One Left to Lie to: The Values of the Worst Family,Christopher Hitchens,3.85,1859842844,eng,150
The Missionary Position: Mother Teresa in Theory and Practice,Christopher Hitchens,4.06,185984054X,eng,98
Unacknowledged Legislation: Writers in the Public Sphere,Christopher Hitchens,3.99,1859843832,eng,430
For the Sake of Argument: Essays and Minority Reports,Christopher Hitchens,4.17,860916286,en-GB,368
The Trial of Henry Kissinger,Christopher Hitchens,3.96,1859843980,eng,161
A Long Short War: The Postponed Liberation of Iraq,Christopher Hitchens,3.74,452284988,en-US,112
Blaming the Victims: Spurious Scholarship and the Palestinian Question,Edward W. Said-Christopher Hitchens,4.21,1859843409,eng,296
Unacknowledged Legislation: Writers in the Public Sphere,Christopher Hitchens,3.99,1859847862,en-US,432
1968: War and Democracy,Eugene J. McCarthy-Christopher Hitchens,4.5,1883477379,eng,246
Orwell in Spain: The Full Text of Homage to Catalonia  with Associated Articles  Reviews and Letters from the Complete Works of George Orwell,George Orwell-Christopher Hitchens,4.33,141185163,eng,416
Prepared for the Worst: Selected Essays and Minority Reports,Christopher Hitchens,3.99,809078678,eng,365
Hons and Rebels,Jessica Mitford-Christopher Hitchens,4.12,1590171101,eng,284
The Stranger Next Door,Joanna Wayne,4,373225733,eng,256
Alles ist erleuchtet,Jonathan Safran Foer-Dirk van Gunsteren,3.9,3462032178,ger,384
How to Be Lost,Amanda Eyre Ward,3.54,345483170,en-US,290
The Complete Stories of Theodore Sturgeon  Volume 7: A Saucer of Loneliness,Theodore Sturgeon-Paul Williams-Kurt Vonnegut,4.41,1556434243,eng,400
Surviving Justice: America's Wrongfully Convicted and Exonerated,Scott Turow-Lola Vollen-Dave Eggers,4.29,1932416234,eng,489
McSweeney's #14,Dave Eggers,3.73,1932416129,eng,306
The Best of McSweeney's  Vol. 2,Dave Eggers,3.81,241142466,en-US,384
Une oeuvre déchirante d'un génie renversant,Dave Eggers-Michelle Herpe-Volinsky,3.68,2290328243,fre,536
The Tenants of Moonbloom,Edward Lewis Wallant-Dave Eggers,3.89,1590170709,en-US,264
McSweeney's #18,Dave Eggers,3.72,1932416382,eng,200
McSweeney's #19,Dave Eggers-T. Coraghessan Boyle-Adam Golaski-Sean Casey-Brendan Connell,3.8,193241648X,en-GB,250
McSweeney's #11,Dave Eggers-A.G. Pasquella-Brent Hoff-Stephen Elliott-Daphne Beal-Denis Johnson-Tom Bissell-Sean Warren-Samantha Hunt-Robert Olmstead-T. Coraghessan Boyle-David Means-Doug Dorst-Joyce Carol Oates-McSweeney's Publishing,3.95,1932416013,eng,293
Forty Stories,Donald Barthelme,4.21,141180943,eng,246
A Tramp Abroad,Mark Twain-Dave Eggers,3.86,812970039,eng,400
Flowers in the Attic (Dollanganger  #1),V.C. Andrews,3.8,743496310,eng,389
Flores en el ático,V.C. Andrews-Jesús Pardo,3.8,849759746X,spa,480
Black Cat (Gemini  #2),V.C. Andrews,3.75,743428676,eng,375
Shooting Stars (Shooting Stars  #1-4),V.C. Andrews,3.94,743449029,en-US,656
Scattered Leaves (Early Spring  #2),V.C. Andrews,3.78,1416530819,en-US,416
Rose (Shooting Stars  #3),V.C. Andrews,3.72,671039954,eng,185
The Orphan Chronicles (Orphans  #1-4),V.C. Andrews,3.91,1568658702,eng,420
Ice (Shooting Stars  #2),V.C. Andrews,3.75,671039946,en-US,208
Into the Woods (De Beers  #4),V.C. Andrews,3.86,743428595,eng,464
Ruby (Landry  #1),V.C. Andrews,3.93,1568950748,eng,402
Criss Cross,Lynne Rae Perkins,3.34,60092726,en-US,337
The Criss Cross,Crystal Lacey Winslow,4.21,971702128,en-US,360
Honey (Shooting Stars  #4),V.C. Andrews,3.74,671039962,eng,180
Raven (Orphans  #4),V.C. Andrews,3.7,671020315,eng,192
Fulgor oculto (Landry  #3),V.C. Andrews-Elisa Cerdan,3.89,1400000742,spa,400
Hidden Leaves (De Beers  #5),V.C. Andrews,3.87,743457870,en-US,288
Music in the Night (Logan  #4),V.C. Andrews,3.85,067153467X,eng,320
Runaways (Orphans  #5),V.C. Andrews,3.77,671007637,eng,342
Child of Darkness (Gemini  #3),V.C. Andrews,3.8,1416500502,eng,400
Música en la noche (Logan  #4),V.C. Andrews-Roger Vázquez de Parga-Sofía Coca,3.85,8408033549,spa,341
Stunden der Nacht (Die Cutler-Saga  #5),V.C. Andrews-Uschi Gnade,3.85,3442436915,ger,477
Un Destello en la Niebla (Landry  #2),V.C. Andrews-Marta Perez Sanchez,3.89,8401497965,spa,475
Die Flucht der Waisen (Die Orphan-Saga  #5),V.C. Andrews-Susanne Althoetmar-Smarczyk,3.77,3442354560,ger,349
Zerbrechliche Träume (Die Cutler-Saga  #1),V.C. Andrews-Uschi Gnade,3.88,3442420458,ger,349
Dornen des Glücks (Das Erbe von Foxworth Hall  #3),V.C. Andrews-Michael Görden,3.76,3442552966,ger,412
Harry Potter and the Philosopher's Stone (Harry Potter  #1),J.K. Rowling,4.47,158234681X,gla,250
Гарри Поттер и философский камень (Harry Potter  #1),J.K. Rowling-Дж.К. Ролинг-И.В. Оранского,4.47,535300308X,rus,400
Harry Potter e il Calice di Fuoco,J.K. Rowling-Serena Daniele-Beatrice Masini-Serena Riglietti,4.55,888451049X,ita,627
Harry Potter and the Goblet of Fire (Harry Potter  #4),J.K. Rowling,4.55,074754624X,eng,636
Sun-Kissed (The Au Pairs #3),Melissa de la Cruz,3.86,1416917462,eng,306
Crazy Hot (The Au Pairs  #4),Melissa de la Cruz,3.94,141693961X,eng,271
The Au Pairs (The Au Pairs #1),Melissa de la Cruz,3.65,689873190,eng,294
Wooden: A Lifetime of Observations and Reflections On and Off the Court,John Wooden-Steve Jamison,4.45,809230410,eng,201
The Strange Case of Dr. Jekyll and Mr. Hyde and Other Stories,Robert Louis Stevenson-Jenny Davidson,4.01,1593080549,eng,320
The Once and Future King (The Once and Future King #1-4),T.H. White,4.08,441627404,eng,639
Rose of No Man's Land,Michelle Tea,3.51,156030934,eng,320
The Roses of No Man's Land,Lyn Macdonald,4.26,014017866X,eng,320
The Quitter,Harvey Pekar-Dean Haspiel,3.6,1401204007,en-US,104
The New American Splendor Anthology: From Off the Streets of Cleveland,Harvey Pekar,4.2,941423646,eng,300
American Splendor: The Life and Times of Harvey Pekar,Harvey Pekar-Robert Crumb-Gary Dumm-Gregg Budgett-Gerry Shamray-Kevin Brown-Sue Cavey-Joyce Brabner-Val Mayerik-Sean   Carroll,4.02,1840237872,eng,318
American Splendor: Another Day,Harvey Pekar-Ty Templeton-Eddie Campbell-Hilary Barta,3.72,1401212352,en-US,136
Face Off: How to Draw Amazing Caricatures & Comic Portraits,Harry Hamernik,4.03,1581807597,eng,127
David Boring,Daniel Clowes,3.81,1594971226,spa,128
Lout Rampage!,Daniel Clowes,4.09,1560970707,eng,96
The Campfire Collection: Spine-tingling Tales to Tell in the Dark,Eric B. Martin-George R. Stewart-Peter Matthiessen-Robert W. Service-Judith M. Brueske-Anthony Boucher-Tobias Wolff-John Long-Frank Norris-Beryl Bainbridge-Greg Child-Marc Reisner-Haruki Murakami-Jack London-Edgar Allan Poe-Paul Bowles-Larry Kanuit,3.25,811824543,en-US,176
The People of Paper,Salvador Plascencia,4.09,156032112,eng,256
Runaways  Vol. 2:  Teenage Wasteland (Runaways  #2),Brian K. Vaughan-Adrian Alphona,4.03,785114157,eng,144
The Gunslinger's Bride (Montana Mavericks: Historicals #1),Cheryl St. John,3.66,373291779,eng,304
Two Brothers: The Lawman / The Gunslinger (Two Brothers  #1-2),Linda Lael Miller,4.04,743411544,eng,393
The Gunslinger (Two Brothers  #2),Linda Lael Miller,4.22,1568958129,eng,179
The Gunslinger,Mary McBride,4.12,373288565,eng,304
Gunslinger and Nine Other Action-Packed Stories of the Wild West,Ed Gorman-Bill Pronzini,4.25,1569800367,eng,131
Leadership and the One Minute Manager: Increasing Effectiveness Through Situational Leadership,Kenneth H. Blanchard-Drea Zigarmi-Patricia Zigarmi,3.97,688039693,en-US,111
Atlantic Shift,Emily Barr,3.31,755301943,eng,406
Water for Elephants,Sara Gruen,4.08,1565125606,eng,335
Something Borrowed,Rebecca Hagan Lee,4.17,786500735,eng,282
Something Borrowed,Martina Reilly-Tina Reilly,3.69,751535389,eng,480
Double-Cross (Athena Force #4),Meredith Fletcher,3.72,373513283,eng,304
McNally's Alibi (Archy McNally Novels),Vincent Lardo-Lawrence Sanders,3.9,425191192,eng,304
McNally's Puzzle (Archy McNally  #6),Lawrence Sanders,3.85,425157466,eng,343
Three Complete Novels: The First Deadly Sin / The Second Deadly Sin / The Third Deadly Sin,Lawrence Sanders,4.14,399138773,eng,847
McNally's Caper (Archy McNally  #4),Lawrence Sanders,3.9,425145301,eng,352
The First Deadly Sin (Deadly Sins  #2),Lawrence Sanders,4.03,425104273,eng,628
First Deadly Sin,Lawrence Sanders,4.03,871881780,eng,17
The Anderson Tapes (Deadly Sins #1),Lawrence Sanders,3.68,425103641,eng,336
A Garden Of Vipers (Carson Ryder  #3),Jack Kerley,3.94,451412338,en-US,400
The Death Collectors (Carson Ryder  #2),Jack Kerley,3.94,451218299,eng,400
The Master,Colm Tóibín,3.83,743250419,eng,339
The South,Colm Tóibín,3.59,140149864,eng,240
The Blackwater Lightship,Colm Tóibín,3.86,743203313,eng,288
The Sign of the Cross: Travels in Catholic Europe,Colm Tóibín,3.8,330373579,eng,243
Through the Arc of the Rain Forest,Karen Tei Yamashita,3.91,091827382X,eng,212
Tropic of Orange,Karen Tei Yamashita,3.54,1566890640,eng,268
Structure and Interpretation of Computer Programs (MIT Electrical Engineering and Computer Science),Harold Abelson-Gerald Jay Sussman-Julie Sussman,4.45,262510871,en-US,657
Crooked Little Vein,Warren Ellis,3.82,60723939,en-US,288
Fell,Warren Ellis-Ben Templesmith,4.16,1582406936,eng,128
Hellblazer: Setting Sun,Warren Ellis-Frank Teran-Tim Bradstreet-Javier Pulido-James Romberger-Marcelo Frusín,4.19,1401202454,en-GB,96
NextWave: Agents of H.A.T.E.  Vol. 1: This is What They Want,Warren Ellis-Stuart Immonen-Wade Von Grawbadger-Dave McCaig,4.17,785122788,eng,144
Ministry of Space,Warren Ellis-Chris Weston-Laura       Martin-Michael Heisler,3.71,1840239247,eng,100
Desolation Jones: Made in England,Warren Ellis-J.H. Williams III,3.94,140121150X,eng,144
Iron Man: Extremis,Warren Ellis-Adi Granov,4.08,785122583,eng,160
Planetary  Volume 3: Leaving the 20th Century,Warren Ellis-John Cassaday,4.38,1401202942,eng,144
The Authority  Vol. 2: Under New Management,Warren Ellis-Mark Millar-Bryan Hitch-Frank Quitely,4.16,1563897563,eng,200
Azumanga Daioh  Vol. 3 (Azumanga Daioh  #3),Kiyohiko Azuma-あずま きよひこ,4.38,1413900305,eng,166
The Queen of the Damned (The Vampire Chronicles  #3),Anne Rice,3.88,345419626,eng,448
La regina dei dannati,Anne Rice-Roberta Rambelli,3.88,8878193283,ita,507
Interview with the Vampire (The Vampire Chronicles  #1),Anne Rice,3.99,345476875,eng,342
The Vampire Chronicles: Interview with the Vampire / The Vampire Lestat / The Queen of the Damned,Anne Rice,4.27,739437372,eng,1182
Cántico de sangre (Crónicas Vampíricas  #10),Anne Rice-Camila Batlles,3.72,8466620265,spa,416
Vampire Chronicles: Interview with the Vampire  The Vampire Lestat  The Queen of the Damned (Anne Rice),Anne Rice-Robert O'Keefe-F. Murray Abraham-Michael York-Kate Nelligan-David Purdham,4.27,679410503,eng,9
Merrick (The Vampire Chronicles #7),Anne Rice,3.72,345422406,eng,370
The Mummy (Ramses the Damned #1),Anne Rice,3.83,009947137X,eng,480
La reina de los condenados (Crónicas Vampíricas  #3),Anne Rice,3.88,8466617116,spa,725
The Vampire Companion,Katherine Ramsland-Anne Rice,3.93,345397398,en-US,608
The Feast of All Saints,Anne Rice,3.84,345376048,en-US,570
Exit to Eden,Anne Rampling-Anne Rice,3.57,727853414,eng,336
The Vampire Chronicles Collection (The Vampire Chronicles  #1-3),Anne Rice,4.27,345456343,eng,1280
Die Mayfair-Hexen,Anne Rice,3.79,344244103X,ger,576
Servant of the Bones,Anne Rice,3.71,963192566,eng,416
Anne Rice's The Vampire Lestat: A Graphic Novel,Faye Perozich-Anne Rice-John Bolton-Daerick Gröss,4.19,345373944,eng,404
Entrevista con el vampiro (Crónicas vampíricas  #1),Anne Rice-Marcelo Covián,3.99,8466616209,spa,463
The Vampire Lestat (The Vampire Chronicles  #2),Anne Rice,4.07,345476883,eng,481
El Mesías: El niño judío,Anne Rice-Luis Murillo,3.57,8466630031,spa,352
Anne Rice's The Tale of the Body Thief (A Graphic Novel),Faye Perozich-Travis Moore-Michael Halbleib-Daerick Gröss-Anne Rice,4.09,970398107,eng,178
Anne Rice Value Collection: Mayfair Witches (Lives of the Mayfair Witches #1-3),Anne Rice-Joe Morton-Tim Curry-Lindsay Crouse,4.21,037541620X,eng,10
Merrick (Crónicas Vampíricas  #7),Anne Rice,3.72,8466606602,spa,414
Vittorio the Vampire (New Tales of the Vampires  #2),Anne Rice,3.51,375401601,eng,292
The Feast Of All Saints,Anne Rice,3.84,99269473,eng,640
The Unauthorized Anne Rice Companion,George Beahm,3.67,836210360,eng,246
Lestat Le Vampire,Anne Rice,4.07,2266032119,fre,606
It [Eso],Stephen King-Edith Zilli,4.23,8401474639,spa,1502
When Christ and His Saints Slept  (Henry II and Eleanor of Aquitaine  #1),Sharon Kay Penman,4.27,345396685,eng,784
Builders Of The Adytum: Tarot,Paul Foster Case,4.8,880790911,eng,78
Reinventing Your Life: The Breakthrough Program to End Negative Behavior...and Feel Great Again,Jeffrey E. Young-Janet S. Klosko-Aaron T. Beck,4.12,452272041,eng,365
The Monk Who Sold His Ferrari: A Fable About Fulfilling Your Dreams and Reaching Your Destiny,Robin S. Sharma,3.82,62515675,eng,208
The Monk Who Sold His Ferrari: A Fable about Fulfilling Your Dreams and Reaching Your Destiny,Robin S. Sharma,3.82,7179731,eng,241
Discover Your Destiny with The Monk Who Sold His Ferrari: The 7 Stages of Self-Awakening,Robin S. Sharma,3.9,7195710,eng,240
The Monk Who Sold His Ferrari,Robin S. Sharma,3.82,817992162X,en-US,198
Debt of Bones (Sword of Truth  #0.5),Terry Goodkind,3.86,765351544,eng,160
